person_age,person_income,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
46,104894,2.0,MEDICAL,B,3157,8.66,0.0301,N,25,0
24,51207,6.0,VENTURE,A,12091,7.24,0.2361,N,2,0
44,76673,5.0,MEDICAL,A,5089,6.17,0.0664,N,26,0
62,85566,5.0,HOMEIMPROVEMENT,A,10457,6.19,0.1222,N,39,0
64,56768,4.0,EDUCATION,B,11919,10.62,0.21,N,41,0
57,31320,5.0,EDUCATION,A,50000,5.62,1.5964,N,35,0
60,54579,3.0,MEDICAL,B,7420,9.65,0.1359,N,42,0
21,95214,6.0,EDUCATION,B,11151,8.66,0.1171,N,4,0
37,65607,10.0,HOMEIMPROVEMENT,A,9431,8.4,0.1437,N,16,0
55,73978,7.0,PERSONAL,C,5714,13.29,0.0772,N,35,0
63,38009,4.0,HOMEIMPROVEMENT,B,11242,8.95,0.2958,N,45,0
51,43857,3.0,HOMEIMPROVEMENT,C,16722,14.27,0.3813,N,33,0
66,45922,2.0,VENTURE,C,14278,12.76,0.3109,N,44,0
33,47656,4.0,MEDICAL,C,15827,13.75,0.3321,N,16,0
26,93188,8.0,EDUCATION,C,5592,12.2,0.06,N,4,0
22,13481,5.0,PERSONAL,A,10275,7.26,0.7622,N,4,0
51,49851,5.0,DEBTCONSOLIDATION,E,3200,20.78,0.0642,N,31,0
55,46923,1.0,DEBTCONSOLIDATION,D,2913,15.18,0.0621,N,34,0
34,23055,6.0,PERSONAL,D,32044,14.57,1.3899,N,14,1
62,70931,9.0,EDUCATION,A,10555,7.66,0.1488,N,40,0
60,32909,6.0,EDUCATION,C,15165,13.25,0.4608,N,38,0
38,40280,5.0,PERSONAL,E,15203,19.86,0.3774,N,16,0
31,135513,4.0,VENTURE,E,9556,19.33,0.0705,N,13,0
60,85432,5.0,DEBTCONSOLIDATION,B,24810,10.0,0.2904,N,37,0
56,67236,5.0,EDUCATION,D,8855,16.85,0.1317,N,34,1
27,60441,6.0,HOMEIMPROVEMENT,B,2157,9.79,0.0357,N,5,0
32,44775,5.0,DEBTCONSOLIDATION,A,11031,6.91,0.2464,N,9,0
45,147216,2.0,VENTURE,F,18798,22.31,0.1277,N,24,0
47,76205,4.0,HOMEIMPROVEMENT,B,3635,10.75,0.0477,N,26,0
27,32459,5.0,PERSONAL,B,8009,10.15,0.2467,N,5,0
72,22695,2.0,HOMEIMPROVEMENT,E,21224,20.2,0.9352,N,45,1
40,66953,8.0,PERSONAL,C,18165,11.67,0.2713,N,21,0
39,47537,5.0,HOMEIMPROVEMENT,B,8901,9.39,0.1872,N,21,0
21,22338,5.0,DEBTCONSOLIDATION,D,5687,16.81,0.2546,N,1,0
67,62051,6.0,EDUCATION,A,9703,5.8,0.1564,N,45,0
31,42278,2.0,MEDICAL,C,11554,12.03,0.2733,Y,10,0
74,65635,1.0,MEDICAL,A,16374,8.22,0.2495,N,45,0
46,62502,6.0,PERSONAL,C,8811,13.67,0.141,Y,28,1
67,35082,4.0,PERSONAL,B,28916,9.89,0.8242,N,45,1
28,69429,3.0,HOMEIMPROVEMENT,C,11462,13.34,0.1651,Y,7,1
27,37277,6.0,DEBTCONSOLIDATION,C,7609,14.08,0.2041,N,10,0
63,38635,6.0,EDUCATION,C,6605,12.32,0.171,N,41,0
64,36579,5.0,VENTURE,C,5346,12.13,0.1461,N,41,0
48,91311,5.0,VENTURE,C,19909,13.25,0.218,N,26,0
19,42010,4.0,EDUCATION,F,8459,21.99,0.2014,Y,1,1
71,104280,3.0,EDUCATION,B,1318,9.31,0.0126,N,45,0
40,130733,4.0,DEBTCONSOLIDATION,C,7408,14.13,0.0567,N,18,0
71,32653,4.0,EDUCATION,A,23020,5.31,0.705,N,45,0
67,12000,1.0,DEBTCONSOLIDATION,E,7046,19.34,0.5872,N,45,1
66,87071,2.0,HOMEIMPROVEMENT,D,3785,15.63,0.0435,N,45,0
57,40615,10.0,HOMEIMPROVEMENT,A,6968,7.14,0.1716,N,35,0
56,30442,4.0,PERSONAL,D,14679,14.99,0.4822,Y,35,1
48,35461,4.0,EDUCATION,C,8184,13.25,0.2308,N,31,0
19,39020,6.0,PERSONAL,B,5043,10.72,0.1292,N,1,0
40,100053,3.0,EDUCATION,A,14588,6.39,0.1458,N,18,0
59,53527,1.0,DEBTCONSOLIDATION,C,21713,12.17,0.4056,N,36,1
64,99307,3.0,VENTURE,B,26953,10.35,0.2714,N,41,0
49,64332,3.0,EDUCATION,D,11172,17.37,0.1737,N,31,0
58,41353,7.0,EDUCATION,B,8563,11.5,0.2071,N,41,0
19,39549,9.0,PERSONAL,B,13129,8.86,0.332,N,1,0
44,66761,1.0,PERSONAL,B,23353,8.54,0.3498,N,24,0
46,76974,2.0,PERSONAL,A,20057,7.05,0.2606,N,23,0
68,84815,5.0,EDUCATION,B,9214,9.39,0.1086,N,45,0
35,42453,5.0,MEDICAL,E,4989,20.25,0.1175,N,15,0
31,53979,5.0,EDUCATION,A,11520,7.97,0.2134,Y,10,1
38,67590,4.0,PERSONAL,C,9631,12.52,0.1425,N,20,0
27,39688,6.0,EDUCATION,B,13362,11.4,0.3367,N,9,0
49,26259,3.0,MEDICAL,A,4523,6.11,0.1722,N,30,0
54,31462,3.0,PERSONAL,C,6138,11.92,0.1951,N,36,0
63,42934,3.0,PERSONAL,B,17997,9.59,0.4192,N,45,1
73,70559,6.0,HOMEIMPROVEMENT,F,11088,24.16,0.1571,N,45,0
22,97972,5.0,PERSONAL,B,4269,11.23,0.0436,N,5,0
32,23252,1.0,EDUCATION,B,24322,10.91,1.046,N,11,0
35,35293,5.0,PERSONAL,E,7921,20.58,0.2244,N,15,0
32,40262,5.0,PERSONAL,B,12703,9.49,0.3155,N,10,0
65,75894,5.0,HOMEIMPROVEMENT,F,6926,24.43,0.0913,N,42,1
25,36663,6.0,DEBTCONSOLIDATION,D,11784,17.0,0.3214,Y,4,1
19,38702,3.0,EDUCATION,B,24354,10.61,0.6293,N,2,0
67,22548,6.0,PERSONAL,B,24445,11.18,1.0841,N,45,0
72,63951,8.0,VENTURE,A,28753,6.13,0.4496,Y,45,1
30,44856,8.0,PERSONAL,E,6976,19.06,0.1555,N,11,0
36,34210,6.0,VENTURE,C,15314,12.23,0.4476,N,17,1
46,42500,2.0,VENTURE,B,3024,10.17,0.0712,N,29,0
47,91112,4.0,HOMEIMPROVEMENT,C,12242,11.66,0.1344,N,28,0
74,28206,6.0,EDUCATION,D,35592,14.59,1.2619,N,45,1
41,30856,5.0,EDUCATION,B,4179,8.76,0.1354,N,22,0
18,97610,6.0,EDUCATION,B,5443,9.19,0.0558,Y,1,0
42,51106,4.0,VENTURE,D,8821,14.99,0.1726,N,25,0
49,70853,5.0,DEBTCONSOLIDATION,D,8230,17.09,0.1162,N,29,0
47,61142,5.0,EDUCATION,C,17394,14.15,0.2845,Y,27,0
47,48077,7.0,EDUCATION,C,16599,13.18,0.3453,N,24,0
70,40474,1.0,MEDICAL,B,2354,9.46,0.0582,N,45,0
64,77447,3.0,EDUCATION,A,4707,5.9,0.0608,N,45,0
32,92900,8.0,PERSONAL,C,8787,12.89,0.0946,N,15,0
38,88992,6.0,MEDICAL,C,6560,14.27,0.0737,N,19,0
56,25539,7.0,MEDICAL,B,12636,10.47,0.4948,N,36,1
41,100478,7.0,MEDICAL,E,13059,20.63,0.13,N,24,0
42,40260,2.0,HOMEIMPROVEMENT,A,2036,7.23,0.0506,N,20,0
27,32361,1.0,VENTURE,B,7892,9.17,0.2439,N,5,0
32,44661,7.0,MEDICAL,C,5413,12.09,0.1212,N,13,0
60,77429,3.0,DEBTCONSOLIDATION,E,10674,19.86,0.1379,N,39,0
66,65989,8.0,MEDICAL,A,15720,6.98,0.2382,N,45,0
62,42596,2.0,EDUCATION,A,8502,6.2,0.1996,N,43,0
35,77708,6.0,EDUCATION,B,4022,9.31,0.0518,N,12,0
25,52940,3.0,PERSONAL,C,24863,14.17,0.4696,N,3,0
27,35770,2.0,VENTURE,B,5694,10.31,0.1592,N,8,0
40,33209,2.0,HOMEIMPROVEMENT,B,6841,11.44,0.206,N,17,0
47,61428,7.0,EDUCATION,A,2608,6.75,0.0425,Y,27,1
68,46845,9.0,HOMEIMPROVEMENT,E,14357,19.34,0.3065,N,45,0
69,23005,10.0,VENTURE,A,10005,7.32,0.4349,N,45,0
18,78115,6.0,PERSONAL,A,13959,7.64,0.1787,N,1,0
58,37640,4.0,EDUCATION,B,5621,11.33,0.1493,Y,39,1
35,117673,5.0,DEBTCONSOLIDATION,A,15596,5.03,0.1325,N,15,0
29,22659,8.0,PERSONAL,E,26660,18.23,1.1766,N,12,1
49,44382,5.0,DEBTCONSOLIDATION,C,1993,12.64,0.0449,N,30,0
19,33356,6.0,HOMEIMPROVEMENT,C,13507,13.31,0.4049,N,2,0
37,28667,5.0,HOMEIMPROVEMENT,A,3553,5.06,0.1239,N,19,0
49,37506,4.0,MEDICAL,B,13574,11.1,0.3619,N,30,0
33,129808,4.0,EDUCATION,A,20945,7.35,0.1614,N,11,0
51,53042,5.0,PERSONAL,A,4796,7.29,0.0904,N,28,0
44,31715,2.0,PERSONAL,B,5611,10.75,0.1769,N,21,0
63,17930,4.0,MEDICAL,B,10887,9.53,0.6072,Y,42,1
28,19020,3.0,DEBTCONSOLIDATION,C,9790,13.66,0.5147,N,9,1
21,36495,3.0,PERSONAL,B,3799,9.23,0.1041,N,3,0
48,34595,7.0,EDUCATION,F,6649,21.94,0.1922,N,29,0
32,43337,4.0,PERSONAL,B,5767,11.09,0.1331,Y,14,0
58,14048,6.0,VENTURE,B,8434,9.1,0.6004,N,41,1
23,46610,2.0,HOMEIMPROVEMENT,A,33796,7.98,0.7251,N,6,0
50,86271,5.0,HOMEIMPROVEMENT,C,11049,12.97,0.1281,N,28,0
74,119678,3.0,EDUCATION,D,4663,14.73,0.039,N,45,0
23,17292,7.0,VENTURE,E,11971,18.01,0.6923,N,5,1
35,31547,12.0,MEDICAL,A,8265,6.04,0.262,Y,14,1
66,30643,7.0,DEBTCONSOLIDATION,A,27086,7.21,0.8839,N,45,0
48,53111,5.0,VENTURE,F,7243,23.13,0.1364,N,28,1
27,25062,3.0,PERSONAL,B,8004,11.47,0.3194,N,7,0
30,123654,8.0,EDUCATION,C,21558,14.47,0.1743,N,8,0
61,50208,3.0,VENTURE,E,5468,18.56,0.1089,N,41,0
67,45810,6.0,VENTURE,A,4297,6.33,0.0938,Y,45,0
38,117711,6.0,EDUCATION,A,11968,5.06,0.1017,Y,16,0
45,48590,4.0,EDUCATION,D,11143,16.13,0.2293,N,26,0
62,61093,4.0,EDUCATION,C,3903,11.96,0.0639,N,40,0
28,32437,6.0,EDUCATION,B,2457,9.71,0.0757,N,8,0
29,23068,10.0,PERSONAL,E,12391,18.5,0.5372,N,7,0
62,35041,9.0,EDUCATION,C,12337,13.3,0.3521,N,40,1
28,163217,7.0,PERSONAL,A,14455,5.84,0.0886,Y,6,0
61,69436,4.0,EDUCATION,A,20036,6.53,0.2886,N,43,0
46,57010,10.0,EDUCATION,D,10614,15.96,0.1862,N,29,1
74,28652,7.0,PERSONAL,E,8882,19.11,0.31,N,45,0
19,80917,4.0,MEDICAL,A,16356,6.59,0.2021,N,1,0
71,23231,6.0,VENTURE,A,10630,6.24,0.4576,N,45,0
30,20704,3.0,DEBTCONSOLIDATION,A,3472,6.15,0.1677,Y,9,0
19,36048,5.0,MEDICAL,A,11654,6.06,0.3233,N,1,0
59,143626,4.0,PERSONAL,A,15614,7.11,0.1087,N,38,0
48,139224,5.0,EDUCATION,E,5232,19.08,0.0376,Y,28,1
65,38246,8.0,MEDICAL,A,32804,6.99,0.8577,N,44,1
24,33832,4.0,VENTURE,A,7929,7.9,0.2344,N,6,0
22,19886,5.0,EDUCATION,F,20986,22.43,1.0553,N,2,1
50,51170,9.0,HOMEIMPROVEMENT,A,4974,5.21,0.0972,Y,33,0
68,53589,9.0,HOMEIMPROVEMENT,A,17648,7.56,0.3293,N,45,0
41,75678,2.0,HOMEIMPROVEMENT,B,25909,9.57,0.3424,N,19,0
63,80893,4.0,VENTURE,A,5651,6.48,0.0699,Y,45,0
69,43976,4.0,EDUCATION,B,12134,8.63,0.2759,N,45,0
67,66557,3.0,MEDICAL,B,8381,8.6,0.1259,N,45,0
46,33344,5.0,EDUCATION,C,4827,12.15,0.1448,N,26,0
57,65865,9.0,DEBTCONSOLIDATION,A,10707,6.13,0.1626,N,40,0
47,37087,4.0,PERSONAL,D,7890,16.63,0.2127,N,28,0
56,63114,11.0,VENTURE,B,8231,8.77,0.1304,N,33,0
50,60365,5.0,DEBTCONSOLIDATION,F,4368,22.49,0.0724,N,27,0
47,50911,6.0,EDUCATION,D,18021,16.33,0.354,N,29,0
42,75886,4.0,EDUCATION,A,7378,7.98,0.0972,N,23,0
55,20666,5.0,PERSONAL,D,8045,15.57,0.3893,N,32,0
60,27290,4.0,MEDICAL,A,4761,5.76,0.1745,N,41,0
70,42254,4.0,PERSONAL,A,21061,8.49,0.4984,N,45,0
52,22163,13.0,MEDICAL,A,3955,7.59,0.1785,Y,29,1
23,39191,5.0,MEDICAL,D,3218,15.59,0.0821,N,1,0
51,39892,7.0,PERSONAL,B,10916,10.16,0.2736,N,34,0
35,100742,3.0,VENTURE,B,6991,10.95,0.0694,N,18,0
19,53018,5.0,DEBTCONSOLIDATION,D,15352,15.51,0.2896,N,1,0
22,86351,6.0,DEBTCONSOLIDATION,F,29308,22.1,0.3394,N,1,1
51,57868,5.0,PERSONAL,E,24312,17.58,0.4201,N,34,1
71,36511,5.0,HOMEIMPROVEMENT,E,19338,18.49,0.5296,N,45,1
46,52761,4.0,HOMEIMPROVEMENT,A,5226,7.97,0.0991,N,26,0
43,73217,7.0,DEBTCONSOLIDATION,B,20578,11.19,0.2811,N,25,0
23,94501,1.0,EDUCATION,A,7201,6.04,0.0762,Y,1,1
56,45580,5.0,MEDICAL,C,4453,14.43,0.0977,N,33,0
21,19808,10.0,MEDICAL,E,14473,20.98,0.7307,N,3,1
65,19057,4.0,HOMEIMPROVEMENT,E,7314,18.59,0.3838,N,45,0
64,40964,2.0,PERSONAL,C,8863,11.57,0.2164,N,45,0
74,13550,2.0,MEDICAL,D,15869,16.7,1.1711,N,45,1
34,131571,9.0,MEDICAL,D,17072,14.71,0.1298,N,15,0
27,68071,6.0,DEBTCONSOLIDATION,B,7989,8.65,0.1174,Y,7,0
35,34557,6.0,HOMEIMPROVEMENT,C,10888,13.4,0.3151,N,17,0
63,26627,6.0,DEBTCONSOLIDATION,D,18879,17.18,0.709,N,44,1
30,86289,5.0,VENTURE,B,5963,8.63,0.0691,N,10,0
68,26568,9.0,EDUCATION,B,3260,10.67,0.1227,N,45,0
26,28000,7.0,VENTURE,D,7018,16.74,0.2506,N,5,0
20,32168,8.0,HOMEIMPROVEMENT,D,7880,15.19,0.245,N,1,0
30,52195,6.0,EDUCATION,D,9025,15.04,0.1729,N,12,0
60,68970,1.0,MEDICAL,B,48234,11.44,0.6993,N,38,1
52,94463,8.0,PERSONAL,B,5950,9.06,0.063,N,32,0
38,87093,6.0,PERSONAL,A,8814,6.08,0.1012,N,15,0
55,49041,3.0,EDUCATION,B,5411,9.18,0.1103,N,37,0
54,85929,4.0,MEDICAL,A,11671,5.98,0.1358,N,35,0
49,33892,2.0,MEDICAL,A,14266,6.66,0.4209,N,29,1
47,18007,2.0,PERSONAL,C,16695,12.36,0.9271,N,28,0
23,33890,7.0,HOMEIMPROVEMENT,C,11806,12.15,0.3484,N,6,0
32,31462,4.0,EDUCATION,A,10573,8.06,0.3361,N,10,0
48,34627,8.0,DEBTCONSOLIDATION,A,1812,6.39,0.0523,N,31,0
25,28921,3.0,EDUCATION,B,16337,9.72,0.5649,Y,5,1
45,38039,5.0,VENTURE,B,25923,9.45,0.6815,N,26,1
24,68941,2.0,MEDICAL,D,5722,14.58,0.083,Y,1,0
62,125918,5.0,PERSONAL,A,5396,6.44,0.0429,N,40,0
23,18978,3.0,VENTURE,A,4599,7.11,0.2423,N,6,0
23,24142,5.0,PERSONAL,D,15265,15.01,0.6323,N,2,1
54,31720,5.0,PERSONAL,B,4490,11.46,0.1416,N,34,0
30,74694,1.0,VENTURE,A,9066,8.44,0.1214,Y,12,1
38,43795,4.0,MEDICAL,C,3496,13.82,0.0798,N,21,0
35,32916,5.0,DEBTCONSOLIDATION,E,13237,19.7,0.4021,N,16,1
30,72707,4.0,MEDICAL,E,7303,18.1,0.1004,N,7,0
61,82951,2.0,DEBTCONSOLIDATION,B,11491,10.09,0.1385,N,41,0
57,48517,10.0,PERSONAL,A,5438,6.71,0.1121,Y,38,0
31,31290,5.0,DEBTCONSOLIDATION,A,6009,5.7,0.192,N,11,0
57,56877,3.0,PERSONAL,B,6626,10.8,0.1165,Y,34,1
58,43118,4.0,PERSONAL,D,5457,15.17,0.1266,N,35,0
48,42935,9.0,MEDICAL,D,5271,14.83,0.1228,N,28,0
50,36981,6.0,VENTURE,F,4040,24.58,0.1092,N,28,0
71,81531,4.0,VENTURE,B,13769,11.08,0.1689,N,45,0
43,56242,7.0,EDUCATION,C,12214,13.54,0.2172,N,24,0
39,86650,7.0,VENTURE,B,7364,8.93,0.085,N,20,0
48,102229,6.0,MEDICAL,B,16783,8.59,0.1642,N,27,0
65,63097,7.0,PERSONAL,C,27844,11.91,0.4413,N,45,0
58,37102,6.0,PERSONAL,A,6028,7.39,0.1625,N,40,0
22,86870,4.0,VENTURE,D,11463,14.86,0.132,Y,1,1
44,63330,5.0,MEDICAL,C,11470,12.91,0.1811,N,26,0
60,205222,6.0,MEDICAL,B,6317,9.35,0.0308,N,43,0
30,58136,6.0,MEDICAL,B,3980,8.67,0.0685,N,7,0
74,71950,3.0,MEDICAL,F,50000,23.94,0.6949,N,45,1
64,57511,3.0,PERSONAL,B,12585,11.25,0.2188,N,43,0
66,46420,8.0,VENTURE,C,10111,12.57,0.2178,N,45,0
22,42517,3.0,HOMEIMPROVEMENT,B,12436,10.44,0.2925,N,1,0
51,57632,9.0,PERSONAL,C,50000,11.68,0.8676,N,30,1
48,65293,2.0,HOMEIMPROVEMENT,B,8499,9.02,0.1302,N,27,0
53,92495,5.0,EDUCATION,B,10239,8.55,0.1107,N,33,0
66,58096,2.0,HOMEIMPROVEMENT,A,10319,8.1,0.1776,N,45,0
38,38002,6.0,MEDICAL,A,21239,5.34,0.5589,N,15,1
48,40955,3.0,EDUCATION,D,11957,16.61,0.292,N,30,0
56,23679,3.0,EDUCATION,D,3339,14.73,0.141,Y,37,1
60,122230,7.0,PERSONAL,F,2876,24.16,0.0235,Y,40,0
61,36401,7.0,PERSONAL,C,20421,14.47,0.561,N,39,1
37,83457,2.0,PERSONAL,B,11769,10.63,0.141,N,14,0
74,57073,9.0,DEBTCONSOLIDATION,D,7840,14.81,0.1374,N,45,0
18,57933,1.0,DEBTCONSOLIDATION,E,5685,19.08,0.0981,N,1,0
46,45954,3.0,PERSONAL,B,33619,9.53,0.7316,N,26,1
52,31783,2.0,PERSONAL,B,11631,10.0,0.366,N,30,0
21,28776,2.0,MEDICAL,B,14255,8.71,0.4954,N,1,0
43,126836,9.0,VENTURE,B,17530,11.26,0.1382,N,24,0
51,52191,1.0,PERSONAL,C,13363,12.23,0.256,N,29,0
52,91025,11.0,PERSONAL,E,7246,19.96,0.0796,N,30,0
24,104998,3.0,MEDICAL,E,8597,19.17,0.0819,N,2,0
33,39106,4.0,PERSONAL,A,15561,8.03,0.3979,N,13,0
31,61878,5.0,MEDICAL,C,18421,13.65,0.2977,N,12,0
54,50249,0.0,DEBTCONSOLIDATION,A,20749,8.47,0.4129,N,36,0
36,25939,2.0,DEBTCONSOLIDATION,B,5663,11.04,0.2183,N,15,0
50,44266,5.0,MEDICAL,B,11247,9.3,0.2541,N,33,0
59,67719,3.0,EDUCATION,E,5629,17.51,0.0831,N,39,0
63,37254,4.0,HOMEIMPROVEMENT,B,9097,9.82,0.2442,N,41,0
28,41000,7.0,DEBTCONSOLIDATION,C,8276,12.5,0.2019,N,6,0
69,44562,2.0,MEDICAL,C,9839,11.7,0.2208,N,45,0
27,156582,2.0,HOMEIMPROVEMENT,B,18886,10.35,0.1206,Y,4,1
19,17877,3.0,MEDICAL,C,5457,14.47,0.3053,N,1,0
20,64595,1.0,MEDICAL,B,39074,9.59,0.6049,Y,2,1
29,42644,4.0,MEDICAL,B,23726,8.96,0.5564,N,11,0
67,34462,6.0,MEDICAL,B,3199,9.93,0.0928,N,45,0
29,42073,6.0,EDUCATION,A,12276,7.14,0.2918,N,9,0
57,70760,3.0,DEBTCONSOLIDATION,A,4378,8.29,0.0619,N,34,0
41,73019,4.0,DEBTCONSOLIDATION,B,12609,8.78,0.1727,N,18,0
20,54301,4.0,MEDICAL,E,3620,17.78,0.0667,N,1,0
43,89411,7.0,HOMEIMPROVEMENT,B,22099,10.96,0.2472,N,20,0
19,98504,4.0,EDUCATION,D,22823,17.1,0.2317,N,2,0
45,76803,2.0,VENTURE,A,7061,7.32,0.0919,Y,24,0
49,36300,8.0,EDUCATION,B,11076,10.92,0.3051,N,30,0
47,64340,8.0,PERSONAL,B,4017,8.59,0.0624,N,30,0
34,64509,8.0,MEDICAL,B,6640,11.27,0.1029,N,15,0
61,31300,3.0,PERSONAL,C,8733,13.48,0.279,N,42,0
52,20677,6.0,EDUCATION,B,3256,11.26,0.1575,N,29,0
32,16114,3.0,EDUCATION,A,30595,6.66,1.8987,N,15,0
42,50940,14.0,MEDICAL,A,10728,7.92,0.2106,N,22,0
24,57752,4.0,MEDICAL,B,23297,11.23,0.4034,N,1,0
70,25591,5.0,VENTURE,C,8581,11.94,0.3353,Y,45,1
60,87144,5.0,PERSONAL,B,5971,8.51,0.0685,N,40,0
34,53301,8.0,MEDICAL,F,10437,22.36,0.1958,N,14,0
56,102970,2.0,PERSONAL,A,18951,5.96,0.184,N,37,0
56,60101,5.0,HOMEIMPROVEMENT,E,6063,17.61,0.1009,N,35,0
52,27269,7.0,DEBTCONSOLIDATION,D,11648,17.41,0.4272,N,32,0
21,63073,4.0,DEBTCONSOLIDATION,D,6438,16.66,0.1021,N,2,0
68,70867,4.0,MEDICAL,C,2182,12.06,0.0308,N,45,0
72,36272,2.0,HOMEIMPROVEMENT,A,7555,8.43,0.2083,N,45,0
73,22177,2.0,MEDICAL,D,10642,15.16,0.4799,N,45,1
73,51800,6.0,PERSONAL,A,9739,7.89,0.188,N,45,0
70,28269,4.0,HOMEIMPROVEMENT,B,7961,9.39,0.2816,N,45,0
60,90806,4.0,PERSONAL,A,10371,6.59,0.1142,N,43,0
21,39185,5.0,MEDICAL,B,6182,9.78,0.1578,N,1,0
44,126567,4.0,DEBTCONSOLIDATION,A,13747,6.62,0.1086,N,21,0
31,15240,3.0,EDUCATION,D,7101,16.1,0.4659,N,13,1
30,52793,4.0,EDUCATION,C,17210,11.58,0.326,N,9,0
65,107598,7.0,PERSONAL,C,3672,14.38,0.0341,N,45,0
64,30041,2.0,MEDICAL,C,10290,13.18,0.3425,Y,45,1
47,44911,4.0,VENTURE,B,13646,9.96,0.3038,N,30,0
59,39274,4.0,MEDICAL,C,23182,12.1,0.5903,N,38,0
25,33655,6.0,EDUCATION,C,6654,12.32,0.1977,N,7,0
30,56080,5.0,MEDICAL,C,21928,14.39,0.391,N,10,0
67,24041,7.0,HOMEIMPROVEMENT,C,13112,11.71,0.5454,N,44,1
43,46118,3.0,DEBTCONSOLIDATION,A,32353,7.71,0.7015,Y,25,1
49,65107,4.0,EDUCATION,B,3446,11.43,0.0529,N,30,0
44,43551,3.0,VENTURE,C,11372,13.23,0.2611,N,26,0
29,28279,5.0,HOMEIMPROVEMENT,A,9390,7.16,0.332,N,11,0
65,86387,7.0,VENTURE,A,10791,6.95,0.1249,N,45,0
61,73250,4.0,DEBTCONSOLIDATION,C,17717,12.87,0.2419,N,38,0
56,27649,2.0,VENTURE,A,25531,6.38,0.9234,N,37,0
38,24058,6.0,EDUCATION,B,12114,9.52,0.5035,N,15,0
54,29040,4.0,VENTURE,A,3126,5.02,0.1076,N,31,0
72,66164,9.0,MEDICAL,A,7379,5.39,0.1115,N,45,0
55,57043,7.0,EDUCATION,D,50000,16.86,0.8765,N,36,1
46,75700,7.0,PERSONAL,D,4931,16.85,0.0651,N,24,0
33,40970,14.0,HOMEIMPROVEMENT,B,10907,9.15,0.2662,N,11,0
47,29477,5.0,HOMEIMPROVEMENT,B,16010,10.51,0.5431,N,26,0
39,81256,6.0,PERSONAL,B,19324,10.91,0.2378,N,22,0
52,36156,2.0,HOMEIMPROVEMENT,A,6300,6.03,0.1742,N,33,0
20,54317,5.0,VENTURE,B,26408,11.05,0.4862,Y,1,1
28,20900,2.0,EDUCATION,F,22602,21.81,1.0814,N,6,1
62,35832,4.0,HOMEIMPROVEMENT,D,13063,16.04,0.3646,Y,40,1
39,85405,6.0,HOMEIMPROVEMENT,A,5062,5.64,0.0593,N,18,0
42,33058,2.0,HOMEIMPROVEMENT,B,6488,8.73,0.1963,N,19,0
49,76724,10.0,PERSONAL,A,6032,5.07,0.0786,Y,31,0
42,13601,8.0,EDUCATION,C,8087,12.22,0.5946,N,23,0
61,36038,9.0,PERSONAL,B,25112,9.99,0.6968,N,41,1
31,44611,4.0,HOMEIMPROVEMENT,D,11753,16.85,0.2635,N,13,0
61,127822,4.0,MEDICAL,C,14787,11.91,0.1157,N,40,0
29,25771,1.0,HOMEIMPROVEMENT,B,10684,10.73,0.4146,N,10,1
39,70901,9.0,HOMEIMPROVEMENT,B,27818,8.84,0.3923,N,17,0
51,87668,1.0,PERSONAL,A,3203,6.07,0.0365,N,33,0
68,32964,5.0,DEBTCONSOLIDATION,B,680,10.25,0.0206,N,45,0
31,39917,4.0,MEDICAL,E,9234,18.66,0.2313,Y,11,1
51,52991,6.0,DEBTCONSOLIDATION,C,9397,12.57,0.1773,N,31,0
21,21702,7.0,PERSONAL,B,9204,11.31,0.4241,Y,4,1
22,38165,2.0,EDUCATION,B,5851,9.81,0.1533,N,3,0
61,98899,5.0,MEDICAL,C,3803,13.05,0.0385,N,41,0
58,65346,6.0,DEBTCONSOLIDATION,E,8797,20.02,0.1346,Y,38,1
39,44971,6.0,PERSONAL,B,7328,9.27,0.1629,N,20,0
53,52166,4.0,MEDICAL,C,11178,14.49,0.2143,N,34,0
39,67474,4.0,PERSONAL,F,15383,21.15,0.228,Y,16,1
33,74968,8.0,EDUCATION,C,21557,11.54,0.2875,N,15,0
42,36097,6.0,VENTURE,C,16900,12.22,0.4682,N,20,0
35,114016,8.0,EDUCATION,D,9347,16.72,0.082,N,18,0
64,101112,7.0,EDUCATION,B,13077,10.53,0.1293,N,45,0
41,71146,3.0,VENTURE,A,4186,5.69,0.0588,N,24,0
36,30833,8.0,HOMEIMPROVEMENT,B,5294,9.99,0.1717,N,13,0
48,27969,6.0,PERSONAL,A,31492,6.12,1.126,Y,27,1
61,40960,3.0,EDUCATION,D,19781,15.67,0.4829,N,39,1
33,50686,6.0,MEDICAL,D,3426,16.12,0.0676,N,13,0
71,18533,10.0,DEBTCONSOLIDATION,D,5857,16.46,0.316,N,45,0
44,64349,6.0,EDUCATION,B,34905,9.67,0.5424,N,26,0
55,99519,8.0,EDUCATION,C,5578,13.89,0.056,N,36,0
72,67309,7.0,PERSONAL,C,2624,11.71,0.039,N,45,0
42,33798,6.0,PERSONAL,A,6688,7.51,0.1979,N,21,0
29,31668,6.0,MEDICAL,A,6811,7.04,0.2151,N,9,0
60,57810,7.0,EDUCATION,D,21420,16.62,0.3705,N,40,0
18,45056,6.0,MEDICAL,D,17647,17.13,0.3917,N,1,0
44,62546,4.0,EDUCATION,C,6969,13.45,0.1114,Y,27,1
